Title;Artist;Year;Duo;Explicit;"Date Added"
"Can't Be Tamed";"Miley Cyrus";2010;0;0;2011-05-31
"Can't Beat The Feeling";"Kylie Minogue";2010;0;0;2011-05-30
"Can't Breathe";"Leona Lewis";2009;0;0;2013-11-12
"Can't Buy Me Love";"The Beatles";1964;0;0;2012-02-09
"Can't Buy Me Love";"Michael Bublé";2005;0;0;2011-05-30
"Can't Catch Tomorrow";Lostprophets;2006;0;0;2014-04-22
"Can't Fight The Feelin'";"Céline Dion";2007;0;0;2011-05-31
"Can't Fight The Moonlight";"LeAnn Rimes";2000;0;0;2007-05-04
"Can't Fight This Feeling";Glee;2009;0;0;2011-05-31
"Can't Forget You";Sonia;1989;0;0;2012-02-09
"Can't Get Enough";"Bad Company";1973;0;0;2011-06-14
"Can't Get Enough Of Your Love";"Taylor Dayne";1993;0;0;2011-07-16
"Can't Get Enough of Your Love, Babe";"Barry White";1974;0;0;2011-05-31
"Can't Get Over";September;2007;0;0;2011-05-31
"Can't Get Over";"The Saturdays";2009;0;0;2011-09-21
"Can't Get You Out Of My Head";"Kylie Minogue";2001;0;0;2007-06-18
"Can't Have You";"Jonas Brothers";2008;0;0;2012-06-07
"Can't Help Falling In Love";"Julio Iglesias";1990;0;0;2011-05-31
"Can't Help Falling In Love";"Céline Dion";1995;0;0;2011-05-31
"Can't Help Falling In Love";"Michael Bublé";2003;0;0;2011-05-30
"Can't Help Falling In Love";"Ingrid Michaelson";2008;0;0;2012-09-17
"Can't Help Falling In Love";"Elvis Presley";1961;0;0;2011-05-30
"Can't Help Falling In Love";UB40;1993;0;0;2007-07-23
"Can't Help Falling in Love (duet)";"Andrea Bocelli";2006;1;0;2011-05-30
"Can't Help Falling In Love (live)";"Elvis Presley";1970;0;0;2007-05-04
"Can't Help Falling In Love (Viva Elvis)";"Elvis Presley";2010;0;0;2011-09-01
"Can't Help Falling In Love With You";"Harry Connick Jr.";2009;0;0;2013-10-17
"Can't Help Lovin' Dat Man";"Billie Holiday";1937;0;0;2011-05-31
"Can't Hide Love";"Earth, Wind & Fire";1975;0;0;2011-05-30
"Can't Hold Us";"Macklemore & Ryan Lewis";2011;0;1;2013-04-16
"Can't Let Go";"Mariah Carey";1991;0;0;2011-05-30
"Can't Nobody Hold Me Down";"Puff Daddy";1997;0;0;2012-03-05
"Can't Rely On You";"Paloma Faith";2014;0;0;2014-04-28
"Can't Repeat";"The Offspring";2005;0;0;2012-01-18
"Can't Say No";"Conor Maynard";2012;0;0;2012-06-14
"Can't Shake The Feeling";"Big Fun";1989;0;0;2012-05-23
"Can't Smile Without You";"The Carpenters";1977;0;0;2012-10-09
"Can't Smile Without You";"Barry Manilow";1978;0;0;2012-06-01
"Can't Speak French";"Girls Aloud";2008;0;0;2011-05-31
"Can't Stand Losing You";"The Police";1995;0;0;2011-05-30
"Can't Stand Me Now";"The Libertines";2004;0;0;2013-11-14
"Can't Stand The Silence";"Rea Garvey";2011;0;0;2012-03-08
"Can't Stay Away From You";"Gloria Estefan";1988;0;0;2011-10-31
"Can't Stop";"Red Hot Chili Peppers";2003;0;0;2011-08-05
"Can't Stop Loving You";"Phil Collins";2002;0;0;2011-05-30
"Can't Take My Eyes Off Of You";"Frankie Valli";1982;0;0;2007-05-04
"Can't Take My Eyes Off Of You";"Lauryn Hill";1998;0;0;2011-05-30
"Can't Take My Eyes Off You";"Boys Town Gang";1982;0;0;2011-05-31
"Can't Take My Eyes Off You";"Andy Williams";1968;0;0;2011-05-30
"Can't Take My Eyes Off You";"Lady Antebellum";2008;0;0;2011-11-02
"Can't Take My Eyes Off You";Muse;2009;0;0;2011-05-30
"Can't Take My Eyes Off You";"Gloria Gaynor";1998;0;0;2011-05-31
"Can't Take My Eyes Off You";"Vikki Carr";1967;0;0;2011-10-17
"Can't Take My Eyes Off You";"Vigon Bamy Jay";2013;0;0;2013-07-12
"Can't Take That Away (Mariah's Theme)";"Mariah Carey";2000;0;0;2011-05-30
"Can't We Try";"Dan Hill";1987;1;0;2011-05-30
"Can't You See";"The Marshall Tucker Band";1982;0;0;2011-05-31
"Can't You See";"Waylon Jennings";1976;0;0;2011-12-26
"Canción Del Mariachi (Morena De Mi Corazón)";"Antonio Banderas";1993;0;0;2012-10-18
"Canción para pilar";"Victor Manuel";2005;0;0;2012-06-08
Candela;Noelia;1999;0;0;2013-07-17
Candida;"Tony Orlando And Dawn";1970;0;0;2011-05-31
"Candle In The Wind";"Elton John";1973;0;0;2007-05-04
Candy;"Paolo Nutini";2009;0;0;2012-10-26
Candy;"Robbie Williams";2012;0;0;2012-09-26
"Candy Man";"Sammy Davis Jr.";1972;0;0;2007-06-04
"Candy Rain";"Soul for Real";1995;0;0;2013-12-03
"Candy Shop";"The Baseballs";2011;0;0;2013-05-26
"Candy Shop";"50 Cent";2005;0;0;2011-08-05
Cannabis;Ska-P;1997;0;0;2012-11-15
"Canned Heat";Jamiroquai;1999;0;0;2011-05-30
Cannibal;Kesha;2010;0;0;2011-10-03
Cannonball;"Lea Michele";2013;0;0;2014-02-05
"Cantaloop (Flip Fantasia)";Us3;1994;0;0;2011-05-31
"Capri c'est fini";"Hervé Vilard";1965;0;0;2014-07-23
Capri-Fischer;Paola;1974;0;0;2013-04-22
"Captain meiner Seele";"Helene Fischer";2013;0;0;2014-03-13
"Car Wash";"Rose Royce";1976;0;0;2011-05-31
"Car Wash";"Christina Aguilera";2004;0;0;2007-08-14
"Cara Mia";"Jay and The Americans";1954;0;0;2012-10-18
Caractère;"Joyce Jonathan";2013;0;0;2014-05-20
Caramel;"City High";2001;0;0;2013-11-20
Caravan;"Ella Fitzgerald";1957;0;0;2011-05-30
Caravane;Raphaël;2005;0;0;2011-05-30
"Care Bears";"TV Theme";1981;0;0;2013-12-07
"Careless Whisper";Tamia;1997;0;0;2011-05-30
"Careless Whisper";"George Michael";1984;0;0;2011-05-30
"Caress Me Down";Sublime;1996;0;1;2012-06-08
Cargo;"Axel Bauer";1983;0;0;2013-08-06
"Caribbean Queen (No More Love On The Run)";"Billy Ocean";1980;0;0;2011-12-27
Carmen;"Lana Del Rey";2012;0;0;2013-03-04
Carnaval;"Raul Paz";2010;1;0;2013-09-23
Carnavalera;Nossa;2012;0;0;2012-12-19
Carnavalera;"Disco Estrella";2000;0;0;2011-05-30
Carnival;"Natalie Merchant";1995;0;0;2011-12-26
Carol;"The Rolling Stones";1964;0;0;2012-01-12
"Carol Of The Bells";"Christmas Carol";1916;0;0;2011-05-31
"Carolina In My Mind";"James Taylor";1976;0;0;2011-10-08
Caroline;"MC Solaar";1991;0;0;2014-03-13
Caroline;"Status Quo";1973;0;0;2012-08-14
Carrie;Europe;1987;0;0;2011-07-21
"Carry Me Back To Old Virginny";Traditional;1878;0;0;2011-05-30
"Carry On";Fun;2012;0;0;2012-08-08
"Carry On Wayward Son";Kansas;1976;0;0;2011-05-30
"Carry You Home";"James Blunt";2007;0;0;2011-05-31
Cars;"Gary Numan";1979;0;0;2012-09-25
"Cartes postales d'Alabama";"Johnny Hallyday";1982;0;0;2012-03-08
Caruso;"Lucio Dalla";1986;0;0;2012-05-25
Caruso;"Florent Pagny";1995;0;0;2012-05-25
Caruso;"Lara Fabian";2003;0;0;2013-07-01
Caruso;"Vincent Niclo";2012;0;0;2013-01-17
"Case Of The Ex";Mýa;2000;0;0;2011-07-09
"Casey Jones";"The Grateful Dead";1970;0;0;2011-05-31
"Cash Machine";Hard-Fi;2005;0;0;2011-11-16
"Casper The Friendly Ghost";"TV Theme";1951;0;0;2011-05-31
Cassiopeia;"Sara Bareilles";2013;0;0;2013-11-22
"Castles In The Air";"Don McLean";1972;0;0;2012-11-20
"Casualty Of Love";"Jessie J";2011;0;0;2011-11-02
"Cat's In The Cradle";"Harry Chapin";1974;0;0;2011-11-29
"Cat's In The Cradle";"Ugly Kid Joe";1974;0;0;2011-08-29
"Catch A Wave";"The Beach Boys";1963;0;0;2012-01-31
"Catch Me";"Demi Lovato";2009;0;0;2012-04-13
"Catch My Breath";"Kelly Clarkson";2012;0;0;2012-11-21
"Catch The Sun";"The Doves";2001;0;0;2012-01-11
Cathy;"Alain Barrière";1961;0;0;2014-03-13
"Cathy's Clown";"The Everly Brothers";1960;0;0;2011-12-23
"Caught In The Balance";Toto;1999;0;0;2013-09-21
"Caught In The Crowd";"Kate Miller-Heidke";2009;0;0;2012-01-24
"Caught In The Middle";A1;2002;0;0;2013-12-06
"Caught In The Rain";Revis;2003;0;0;2013-03-10
"Caught In The Storm";Smash;2013;0;0;2013-04-05
"Caught Out There";Kelis;2000;0;0;2013-11-14
"Caught Up";Usher;2004;0;0;2011-12-18
"Caught Up In The Rapture";"Anita Baker";1986;0;0;2011-05-31
"Cause I Love You";"Lenny Williams";1978;0;0;2013-07-11
"Ce monde";"Richard Anthony";1964;0;0;2012-01-27
"Ce n'est qu'un au revoir";"Jeane Manson";1977;0;0;2013-10-26
"Ce qu'il me reste de toi";"Julie Zenatti";2000;0;0;2012-05-09
"Ce qu'il reste de toi";Grégoire;2008;0;0;2011-05-31
"Cécile, ma fille";"Claude Nougaro";1963;0;0;2011-06-09
Celebrate;Mika;2012;0;0;2013-07-01
"Celebrate Me Home";"Kenny Loggins";1976;0;0;2011-11-23
Celebration;"Children's Chorus";1981;0;0;2011-09-03
Celebration;"Kool And The Gang";1980;0;0;2007-05-31
"Celia's Oye Como Va (Oye Como Va)";"Celia Cruz";2000;0;0;2013-05-10
Cello;"Udo Lindenberg";2011;1;0;2013-09-23
"Cemetery Gates";Pantera;1990;0;0;2014-04-22
Cendrillon;"Matthieu Mendès";2013;0;0;2013-05-18
Cendrillon;Téléphone;1982;0;0;2011-12-30
Centerfield;"John Fogerty";1984;0;0;2011-05-30
Centerfold;"J. Geils Band";1980;0;0;2011-11-23
Centerfold;"Hayseed Dixie";2004;0;0;2011-05-31
"Cercavo amore";"Emma Marrone";2012;0;0;2012-07-12
"Ces gens-là";"Jacques Brel";1965;0;0;2013-02-13
"Ces mots stupides";"Sacha Distel";1967;1;0;2012-02-17
"Ces soirées-là";Yannick;2000;0;0;2011-05-30
"Cet homme que voilà";"Johnny Hallyday";1978;0;0;2012-05-11
"Cette année-là";"Claude François";1976;0;0;2011-05-31
"Ceux que l'on met au monde";"Lynda Lemay";1999;0;0;2011-09-19
"Cha Cha (Dance Remix)";"Dave Audé";2006;0;0;2013-12-03
"Cha Cha Cha";"Finzi Contini";1985;0;0;2013-07-24
"Cha Cha Slide";"DJ Casper";2001;0;0;2011-05-31
"Chacun fait (c'qui lui plaît)";"Chagrin d'amour";1981;0;0;2013-06-04
"Chain Gang";"Sam Cooke";1962;0;0;2011-07-09
"Chain Hang Low";Jibbs;2006;0;0;2013-11-21
"Chain Of Fools";"Clint Black";1994;1;0;2011-05-30
"Chain Of Fools";"Little Caesar";1990;0;0;2012-06-18
"Chain Of Fools";"The Commitments";1991;0;0;2011-05-31
"Chain Of Fools";"Aretha Franklin";1967;0;0;2011-06-09
Chains;"The Beatles";1963;0;0;2011-06-04
Chains;"Patty Loveless";1988;0;0;2013-02-06
Chains;"The Cookies";1962;0;0;2011-05-31
Chains;"Tina Arena";1995;0;0;2007-08-01
Chainsaw;"The Band Perry";2013;0;0;2013-07-11
"Chaka Demus";"Jamie T";2009;0;0;2012-06-11
Champagne;Cavo;2009;0;0;2012-01-22
Champagne;"Salt' N' Pepa";1996;0;0;2013-12-03
"Chan Chan";"Buena Vista Social Club";1997;0;0;2014-02-13
Chances;"Five for Fighting";2009;0;0;2011-05-30
"Chances Are";"Bob Seger";1998;1;0;2013-11-25
Chandelier;Sia;2014;0;0;2014-05-26
Change;Sugababes;2007;0;0;2013-11-06
Change;"Taylor Swift";2008;0;0;2013-04-26
Change;"Carrie Underwood";2009;0;0;2011-05-30
"Change A Heart, Change The World";Jump5;2002;0;0;2013-04-19
"Change Me";"Ruben Studdard";2006;0;0;2013-11-29
"Change Of Heart";"Olivia Newton-John";2000;0;0;2012-05-25
"Change the World";"P.O.D. (Payable On Death)";2004;0;0;2013-11-22
"Change The World";"Eric Clapton";1996;0;0;2007-10-19
"Change Your Life";"Little Mix";2012;0;0;2013-02-17
Changed;"Rascal Flatts";2012;0;0;2012-06-23
Changes;2Pac;1998;0;0;2011-05-30
Changes;"Faul & Wad Ad";2013;0;0;2014-07-17
Changes;"David Bowie";1972;0;0;2011-11-03
"Changes in Latitudes, Changes in Attitudes";"Jimmy Buffett";2004;0;0;2011-10-21
"Chanson d'ami";Zazie;2001;0;0;2012-04-27
"Chanson D'Amour";"Manhattan Transfer";1966;0;0;2011-05-31
"Chanson d'amour";"The McGuire Sisters";1958;0;0;2011-05-30
"Chanson D'Enfance";"Aspects Of Love";1989;0;0;2012-03-05
"Chanson hypocalorique";"Alice Dona";1978;0;0;2011-09-03
"Chanson pour Anna";"Daniel Guichard";1974;0;0;2013-05-17
"Chanson pour l'Auvergnat";"Georges Brassens";1955;0;0;2011-06-09
"Chanson pour Pierrot";Renaud;1979;0;0;2012-02-14
"Chanson sur ma drôle de vie";"Tout ce qui brille";2010;1;0;2014-07-08
"Chanson sur ma drôle de vie";"Véronique Sanson";1973;0;0;2014-07-07
Chante;Marilou;2005;0;0;2013-04-03
Chante;"Michel Fugain";2013;0;0;2014-04-07
Chante;"Les Forbans";1982;0;0;2014-07-16
"Chante comme si tu devais mourir demain";"Michel Fugain";1974;0;0;2012-10-15
Chanter;"Florent Pagny";1997;0;0;2012-09-04
"Chanteur humanitaire";"Gauthier Galand";2012;0;0;2012-09-03
"Chantilly Lace";"The Big Bopper";1958;0;0;2011-07-09
"Chaos & Piss";Pink;2012;0;1;2013-03-25
"Chapel Of Love";"The Dixie Cups";1973;0;0;2011-05-31
"Chaque fois que le train passe";"Lynda Lemay";1998;0;0;2012-04-12
Chariot;"Gavin DeGraw";2003;0;0;2011-05-30
Chariot;"Petula Clark";1962;0;0;2011-05-30
Chariot;"Gretchen Wilson";2005;0;0;2013-11-20
"Charlie Brown";"The Coasters";1959;0;0;2011-07-16
"Charlie t'iras pas au paradis";"Gilbert Bécaud";1970;0;0;2011-05-30
"Charlie's Angels 2000";"Apollo 440";2004;0;0;2014-05-09
"Charmless Man";Blur;1996;0;0;2011-06-28
"Chasin' Girls";"Rodney Atkins";2009;0;0;2011-07-16
"Chasing Pavements";Adele;2008;0;0;2008-05-05
"Chasing Pavements (Live)";Adele;2008;0;0;2011-08-24
"Chasing Pirates";"Norah Jones";2009;0;0;2011-05-31
"Chasing The Sun";"The Wanted";2012;0;0;2012-06-01
"Chasing The Sun";"Sara Bareilles";2013;0;0;2013-08-26
Chattahoochee;"Alan Jackson";1992;0;0;2011-05-30
"Chattanooga Choo Choo";"Glenn Miller";1941;0;0;2012-01-05
"Chattanooga Choo Choo";"The Andrews Sisters";1941;0;0;2012-04-23
"Che coss'è l'amor";"Vinicio Capossela";1994;0;0;2012-08-13
"Che la luna";"Louis Prima";1954;0;0;2013-08-01
"Cheap Sunglasses";"ZZ Top";1980;0;0;2013-11-12
"Cheap Wine";"Cold Chisel";1980;0;0;2014-02-17
"Cheat On Me";"The Cribs";2009;0;0;2012-05-25
"Cheated Hearts";"Yeah Yeah Yeahs";2006;0;0;2012-05-22
Cheatin';"Sara Evans";2006;0;0;2012-01-17
"Check Yo Self";"Ice Cube";1993;0;0;2013-12-03
"Cheek To Cheek";"Jane Monheit";2002;0;0;2012-03-08
"Cheek To Cheek";"1930s Standards";1935;0;0;2011-09-28
"Cheek To Cheek";"Ella Fitzgerald";1956;0;0;2007-05-04
"Cheek To Cheek";"Eva Cassidy";1996;0;0;2011-10-15
"Cheek To Cheek";"Frank Sinatra";1958;0;0;2011-05-31
Cheers;"TV Theme";1982;0;0;2007-07-03
"Cheers (Drink To That)";Rihanna;2011;0;0;2011-12-18
"Cheers (Drink To That)";Smash;2012;0;0;2012-07-13
"Cheeseburger In Paradise";"Jimmy Buffett";1978;0;0;2014-05-09
"Chelsea Dagger";"The Fratellis";2006;0;0;2011-05-31
"Chemicals React";"Aly & AJ";2006;0;0;2011-05-31
"Chère amie (Toutes mes excuses)";"Marc Lavoine";2001;1;0;2011-05-30
"Chéri tu ronfles";"Lynda Lemay";1999;0;0;2011-09-19
"Cheri, Cheri Lady";"Modern Talking";1985;0;0;2014-01-17
Cherish;"Pappa Bear";1997;0;0;2011-11-19
Cherish;"The Association";1966;0;0;2011-05-30
Cherish;"Kool And The Gang";1984;0;0;2011-05-31
"Cherry Bomb";"John Mellencamp";1987;0;0;2011-11-30
"Cherry Cherry (concert version)";"Neil Diamond";1980;0;0;2011-07-16
"Cherry Lips";Garbage;2001;0;0;2013-11-12
"Cherry Pie";"Marvin And Johnny";1954;0;0;2011-05-30
"Chevaliers de la Table Ronde";Comptine;1920;0;0;2008-06-26
"Cheveux au vent";"Sylvie Vartan";2013;0;0;2013-12-01
"Cheveux longs et idées courtes";"Johnny Hallyday";1965;0;0;2011-06-06
"Chez moi";"Serge Lama";1974;0;0;2011-08-29
"Chiamami ancora amore";"Roberto Vecchioni";2011;0;0;2012-06-08
Chicago;"Frank Sinatra";1953;0;0;2012-01-22
"Chicken Fried";"Zac Brown Band";2005;0;0;2011-05-31
"Chicken Fried";"Johnny Brady";2013;0;0;2014-04-07
"Chicks Dig It";"Chris Cagle";2003;0;0;2012-02-13
Chihuahua;"DJ Bobo";2003;0;0;2013-05-31
"Child In Time";"Deep Purple";1970;0;0;2011-12-26
Childhood;"Michael Jackson";1995;0;0;2011-05-31
Children;"The Mavericks";1992;0;0;2013-04-19
"Children Of The Night";"Richard Marx";1989;0;0;2013-09-27
"Children Of The Revolution";"T. Rex";1972;0;0;2012-01-18
"Children Of The Sun";"Billy Thorpe";1979;0;0;2012-05-02
"Chili Bom Bom";"1920s Standards";1923;0;0;2011-05-31
Chillin;Wale;2009;0;0;2013-11-08
"Chim Chim Cheree";"New Christy Minstrels";1965;0;0;0000-00-00
China;"Tori Amos";1992;0;0;2013-04-03
"China Girl";"David Bowie";1983;0;0;2012-12-22
"China Grove";"The Doobie Brothers";1973;0;0;2011-06-14
"Chiseled In Stone";"Vern Gosdin";1988;0;0;2013-07-01
"Chitty Chitty Bang Bang";"Chitty Chitty Bang Bang";1968;0;0;2011-05-31
Chivas;"Kelly Clarkson";2007;0;0;2011-05-30
Chocolate;"The 1975";2013;0;0;2013-04-07
"Chocolate Girl";"Deacon Blue";1988;0;0;2013-05-01
Choices;"The Hoosiers";2010;0;0;2011-05-31
"Christ The Lord Is Risen Today";"Gospel Singer";1708;0;0;2011-05-30
"Christian Woman";"Type O Negative";1993;0;1;2012-10-15
Christina;Anaïs;2006;0;0;2013-09-10
"Christmas (Baby Please Come Home)";"Michael Bublé";2011;0;0;2011-11-19
"Christmas (Baby Please Come Home)";"Mariah Carey";1994;0;0;2011-12-26
"Christmas Day";Dido;2006;0;0;2011-05-30
"Christmas In Dixie";Alabama;1985;0;0;2012-11-21
"Christmas In Dixie";"Kenny Chesney";2003;0;0;2012-11-21
"Christmas In Heaven";"Scotty McCreery";2012;0;0;2012-12-13
"Christmas In Hollis";"Run D.M.C.";1987;0;0;2011-05-31
"Christmas In Killarney";"1950s Standards";1951;0;0;2011-05-31
"Christmas In Killarney";"Dennis Day";1950;0;0;2011-12-20
"Christmas Is The Time To Say I Love You";"Billy Squier";1981;0;0;2012-11-29
"Christmas Medley: Winter Wonderland / Silver Bells / White Christmas";"The Carpenters";1978;0;0;2011-05-31
"Christmas Must Be Something More";"Taylor Swift";2007;0;0;2011-05-30
"Christmas Shoes";"3 of Hearts";2002;0;0;2012-11-21
"Christmas Time (Don't Let the Bells End)";"The Darkness";2003;0;0;2011-05-31
"Christmas Time Is Here";"Peanuts Gang";1965;0;0;2011-11-03
"Christmas Time's A-Coming";"Sammy Kershaw";1994;0;0;2011-12-02
"Christmas Tree";"Lady GaGa";2008;0;0;2011-05-31
"Christmas Wrapping";Waitresses;1982;0;0;2011-05-30
"Christmases When You Were Mine";"Taylor Swift";2007;0;0;2011-05-31
"Chuck E.'s In Love";"Rickie Lee Jones";1979;0;0;2012-10-15
"Church Of Your Heart";Roxette;1990;0;0;2012-01-11
"Ci parliamo da grandi";"Eros Ramazzotti";2007;0;0;2011-05-31
"Cielito lindo";"Roberto Alagna";2011;0;0;2013-04-05
"Cielito lindo";"Los Panchos";1969;0;0;2012-08-07
"Cigarettes, whisky et p'tites pépées";"Eddie Constantine";1947;0;0;2013-04-22
Cinderella;"Britney Spears";2001;0;0;2011-05-31
Cinema;"Benassi Bros";2011;0;0;2013-05-15
"Circle in the Sand";"Belinda Carlisle";1988;0;0;2011-05-30
"Circle Of One";"Oleta Adams";1990;0;0;2011-12-04
Circles;Incubus;2001;0;0;2011-09-03
"Circles Round The Moon";"Geri Halliwell";2001;0;0;2013-11-12
Circus;"Britney Spears";2008;0;0;2011-05-31
City;"Sara Bareilles";2008;0;0;2011-05-30
"City Lights";"Mickey Gilley";1974;0;0;2012-03-14
"City Of Hope";Journey;2011;0;0;2012-08-14
"City of New Orleans";"John Prine";1972;0;0;2014-01-17
"City Of New Orleans";"Willie Nelson";1984;0;0;2011-08-01
"City of New Orleans";"Roch Voisine";2008;0;0;2011-05-30
"City Streets";"Carole King";1991;0;0;2012-04-26
"Civil War";"Guns N' Roses";1993;0;0;2014-05-06
Clair;"Gilbert O'Sullivan";1972;0;0;2011-05-31
"Clap Yo' Hands";"1920s Standards";1926;0;0;2011-05-31
"Clap Your Hands";Sia;2010;0;0;2011-05-31
Clarity;Zedd;2013;0;0;2013-02-27
Classic;MKTO;2013;0;0;2013-10-16
Clean;"Depeche Mode";1990;0;0;2013-03-29
"Cleaning This Gun (Come On In Boy)";"Rodney Atkins";2007;0;0;2012-05-03
Clementine;"1960s Standards";1960;0;0;2013-12-04
"Click Click Boom";Saliva;2001;0;0;2012-01-30
Climax;Usher;2012;0;0;2013-01-23
"Climb Ev'ry Mountain";"The Sound Of Music";1959;0;0;2011-05-31
"Climb Every Mountain";"Guy Sebastian";2004;0;0;2011-11-20
"Clint Eastwood (Remix)";Gorillaz;2001;0;0;2011-09-28
Cliques-claques;"Véronique Sanson";2010;0;0;2014-07-07
"Close The Door";"Teddy Pendergrass";1978;0;0;2012-08-12
"Close To Me";"The Cure";1985;0;0;2013-07-02
"Close To You";"BeBe & CeCe Winans";2009;1;0;2011-05-30
"Close To You";Pachanga;2006;0;0;2013-07-24
"Close Up The Honky Tonks";"Dwight Yoakam";2007;0;0;2013-05-20
"Close Up The Honky Tonks";"Buck Owens";1964;0;0;2013-08-10
"Close Your Eyes";"Michael Bublé";2013;0;0;2013-05-10
"Close Your Eyes";"Stacey Kent";1997;0;0;2011-05-31
Closer;"Kylie Minogue";2010;0;0;2011-05-31
Closer;"Kings of Leon";2008;0;0;2011-05-30
Closer;Ne-Yo;2008;0;0;2008-08-18
Closer;"Boyce Avenue";2009;0;0;2011-11-19
Closer;"Susan Ashton";1999;0;0;2013-04-22
"Closer Than Close";"Rosie Gaines";1995;0;0;2013-08-08
"Closer To You";Thalia;2005;0;0;2013-03-25
"Closing Time";Semisonic;1998;0;0;2013-07-13
Closure;Chevelle;2002;0;0;2011-05-31
Closure;"Scarlett Belle";2010;1;0;2011-10-03
"Clothes Off!!";"Gym Class Heroes";2007;0;0;2013-12-06
"Cloud #9";"Bryan Adams";1998;0;0;2013-09-17
"Cloud Nine";Evanescence;2006;0;0;2013-07-01
"Cloud Nine";"The Temptations";1968;0;0;2011-05-31
Clouds;"David Nail";2009;0;0;2013-07-30
Clown;"Emeli Sandé";2012;0;0;2012-06-15
"Club At The End Of The Street";"Elton John";1990;0;0;2011-05-31
"Club Can't Handle Me";"Flo Rida";2010;0;0;2011-05-30
"Club Rocker";Inna;2011;0;0;2011-11-01
Clumsy;Fergie;2007;0;0;2008-05-06
"Coal Miner's Daughter";"Loretta Lynn";1970;0;0;2012-08-20
"Coat Of Many Colors";"Dolly Parton";1971;0;0;2012-09-07
"Coat Of Many Colours";"Shania Twain";2003;0;0;2011-11-23
Cocaine;"Eric Clapton";1977;0;0;2011-07-16
"Cocaine Blues";"Johnny Cash";1968;0;0;2011-05-31
Cochise;Audioslave;2002;0;0;2012-04-20
"Coco Jambo";"Mr. President";1996;0;0;2011-05-31
"Coeur de goéland";"Pierre Bachelet";1985;0;0;2012-05-11
"Coffee & TV";Blur;1999;0;0;2013-07-01
"Coin-Operated Boy";"The Dresden Dolls";2004;0;0;2012-12-16
"Cola Song";Inna;2014;0;0;2014-06-25
Cold;"Jeremy McComb";2008;0;0;2013-11-19
"Cold As Ice";"Sarah Connor";2010;0;0;2011-05-31
"Cold As Ice";Foreigner;1977;0;0;2013-05-14
"Cold As Stone";"Lady Antebellum";2011;1;0;2013-07-25
"Cold As You";"Taylor Swift";2006;0;0;2011-05-30
"Cold Beer";"Colt Ford";2009;0;0;2013-07-24
"Cold Cold Heart";"Hank Williams, Sr.";1951;0;0;2012-03-05
"Cold Day In Hell";"Gary Moore";1992;0;0;2011-05-31
"Cold December Night";"Michael Bublé";2011;0;0;2012-02-22
"Cold Ethyl";"Alice Cooper";1975;0;0;2013-10-08
"Cold Hard Bitch";Jet;2003;0;0;2011-11-25
"Cold Hearted";"Zac Brown Band";2010;0;0;2011-05-31
"Cold Rock A Party";"MC Lyte";1997;0;0;2012-03-31
"Cold Shot";"Stevie Ray Vaughan";1984;0;0;2013-04-05
"Cold, Cold Heart";"Norah Jones";2002;0;0;2011-05-30
"Colder Weather";"Zac Brown Band";2011;0;0;2011-05-30
"Colgando en tus manos (duo)";"Carlos Baute";2008;1;0;2011-05-30
"Colgando en tus manos (salsa)";"Carlos Baute";2008;1;0;2013-07-25
Collide;"Leona Lewis";2011;0;0;2011-09-20
Collide;"Kid Rock";2010;1;0;2011-09-26
Collide;"Howie Day";2003;0;0;2007-05-04
Colorblind;Glee;2014;0;0;2014-06-25
Colorblind;"Counting Crows";1999;0;0;2011-06-06
Colorful;"The Verve Pipe";2001;0;0;2012-05-14
"Colour Me In";"Rea Garvey";2011;0;0;2013-04-22
"Colour My World";Chicago;1970;0;0;2011-12-20
"Combine Harvester (Brand New Key)";"The Wurzels";1976;0;0;2011-05-30
"Come & Get It";"Selena Gomez";2013;0;0;2013-04-22
"Come A Little Bit Closer";"Jay and The Americans";1975;0;0;2011-10-03
"Come A Little Closer";"Dierks Bentley";2005;0;0;2013-03-12
"Come Along";Titiyo;2001;0;0;2013-07-12
"Come And Get With Me";"Keith Sweat";1998;0;0;2013-12-07
"Come And Get Your Love";"The Real McCoy";1995;0;0;2011-05-31
"Come And Talk To Me";Jodeci;1992;0;0;2011-05-31
"Come As You Are";"Beverley Knight";2004;0;0;2011-05-31
"Come As You Are";Nirvana;1991;0;0;2011-10-13
"Come Away With Me";"Norah Jones";2001;0;0;2007-05-04
"Come Baby Come";K7;1993;0;0;2012-01-16
"Come Back Again";"Daddy Cool";1971;0;0;2013-11-10
"Come Back My Love";"The Overtones";2010;0;0;2011-09-29
"Come Back Song";"Darius Rucker";2010;0;0;2011-05-31
